OTUs;Kingdom;Phylum;Class;Order;Family;Genus;A;B;C;D;E;F;G;H;I;J;K;L;M;N
98_196;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;NA;0;0;1;0;0;4;8;5;9;21;35;23;18;15
98_1964;Eukaryota;NA;NA;NA;NA;NA;1;1;2;1;0;0;0;1;0;0;0;0;0;0
98_19945;Eukaryota;NA;NA;NA;NA;NA;1;0;1;0;3;0;0;0;2;0;0;0;0;0
98_20;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;NA;25;36;6;13;16;36;1;6;3;12;1;4;1;2
98_2015;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;NA;2;0;0;0;0;0;0;0;0;0;0;0;0;0
98_20341;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Candida;Candida;31;167;31;76;34;86;7;17;5;36;5;17;0;12
98_2058;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Cyberlindnera;2;8;16;5;6;10;1;1;0;3;0;0;0;1
98_2068;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Wickerhamomyces;27;104;225;41;33;65;34;41;27;49;14;26;2;6
98_20682;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Wickerhamomyces;0;0;0;0;0;0;0;0;0;0;0;3;0;0
98_20682;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;NA;NA;0;2;0;0;0;0;0;0;0;0;0;0;0;0
98_2070;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;NA;2;14;35;5;5;9;3;2;1;4;0;1;0;0
98_2070;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;NA;NA;2;3;6;2;0;6;0;1;0;0;0;0;0;0
98_2071;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Wickerhamomyces;2;15;2;2;0;7;0;2;2;3;0;1;0;1
98_2071;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;NA;NA;1;7;1;4;0;0;0;1;0;1;0;0;0;0
98_2075;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Nakazawaea;208;243;305;124;97;187;71;106;93;115;80;73;7;42
98_2075;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;NA;NA;3;10;6;0;3;5;2;1;3;6;0;0;0;1
98_2075;Eukaryota;Ascomycota;Saccharomycetes;NA;NA;NA;1;5;4;3;2;3;1;0;1;2;2;2;0;1
98_2075;Eukaryota;Ascomycota;NA;NA;NA;NA;8;11;14;7;5;12;6;7;10;18;3;5;1;6
98_20988;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora;95;112;149;62;80;130;33;67;46;73;43;40;3;23
98_21;Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;0;0;0;0;0;0;0;2;0;0;0;0;0;0
98_2107;Bacteria;Proteobacteria;Betaproteobacteria;Kinetoplastibacterium;Kinetoplastibacterium;Kinetoplastibacterium;3;0;0;0;1;0;0;0;0;0;0;0;0;0
98_21194;Eukaryota;Ascomycota;NA;NA;NA;NA;0;0;0;0;0;3;0;0;0;0;0;0;0;0
98_213;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;NA;3;2;2;1;1;5;3;1;1;1;1;1;0;0
98_21379;Eukaryota;Ascomycota;Dothideomycetes;NA;NA;NA;2;2;0;0;3;0;3;0;0;0;0;0;0;4
98_21396;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;NA;5;6;3;0;3;0;2;0;0;1;0;0;0;0
98_21460;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Dipodascus;2;1;1;0;1;2;1;0;0;0;0;0;0;0
98_2154;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;NA;3;0;0;0;1;1;0;0;0;0;0;0;0;0
98_21543;Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;21;14;10;3;16;13;1;0;2;3;1;8;0;1
98_21696;Eukaryota;Mucoromycota;Mucorales;Mucorales;Mucoraceae;NA;1;2;7;0;1;4;0;0;0;0;0;0;0;0
98_2177;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kluyvera;0;2;0;0;0;0;0;0;0;1;0;0;0;0
98_2177;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;NA;7;7;3;1;1;10;0;0;0;9;0;3;0;0
98_2177;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;NA;NA;2;0;0;0;0;0;0;0;0;0;0;0;0;0
98_2194;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;NA;1;2;0;0;0;0;0;1;0;0;0;0;0;0
98_2194;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;NA;NA;0;0;0;0;0;0;0;1;0;2;0;0;0;0
98_22147;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;NA;NA;14;0;4;1;6;6;0;3;0;1;0;1;0;1
98_2227;Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;NA;NA;0;0;0;1;0;1;0;0;0;0;0;0;0;0
98_2232;Eukaryota;NA;NA;NA;NA;NA;0;1;1;0;0;0;0;0;0;0;0;0;0;0
98_22352;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Geotrichum;0;0;2;2;0;3;0;4;0;2;0;1;0;0
98_22501;Eukaryota;NA;NA;NA;NA;NA;2;1;0;3;0;1;0;1;0;0;0;1;0;0
98_22610;Eukaryota;NA;NA;NA;NA;NA;0;5;2;0;1;0;0;0;0;1;0;0;1;0
98_2267;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter;0;0;11;5;11;12;18;40;39;51;56;40;29;30
98_22767;Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;NA;NA;8;3;5;0;3;4;0;0;0;0;0;2;0;0
98_2280;Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;88;37;41;35;45;55;1;6;2;5;6;16;0;0
98_2280;Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;NA;4;2;2;2;1;3;0;0;0;1;0;0;0;0
98_2280;Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;NA;NA;572;167;288;163;312;471;11;15;16;61;29;118;3;9
98_2280;Eukaryota;Ascomycota;Sordariomycetes;Microascales;Halosphaeriaceae;Corollospora;12;2;5;0;10;11;2;0;0;4;0;2;0;1
98_2280;Eukaryota;Ascomycota;Sordariomycetes;Microascales;Halosphaeriaceae;NA;32;7;15;4;10;21;0;0;0;1;0;5;0;1
98_2280;Eukaryota;Ascomycota;Sordariomycetes;Microascales;NA;NA;66;14;35;26;39;69;2;4;7;8;6;13;0;2
98_2280;Eukaryota;Ascomycota;Sordariomycetes;NA;NA;NA;127;25;50;22;63;85;4;4;5;6;2;15;0;1
98_22859;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;NA;1;1;2;0;0;2;0;0;0;0;0;0;0;0
98_23;Bacteria;Firmicutes;Bacilli;Bacillales;NA;NA;0;0;0;0;0;0;0;0;0;0;3;0;6;0
98_23;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces;31;37;37;13;13;31;11;16;14;21;5;8;1;6
98_23;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;NA;0;0;0;3;0;1;0;0;0;1;0;0;0;0
98_23336;Eukaryota;NA;NA;NA;NA;NA;2;1;2;0;0;0;0;0;0;0;0;0;0;0
98_2341;Eukaryota;Ascomycota;NA;NA;NA;NA;3;0;0;4;0;3;0;0;0;2;1;0;0;0
98_23521;Eukaryota;Cryptophyta;Cryptophyta;Cryptomonadales;NA;NA;5;0;1;0;1;0;0;0;0;0;0;0;0;0
98_23522;Eukaryota;Cryptophyta;Cryptophyta;Cryptomonadales;NA;NA;6;1;2;1;1;0;1;1;4;1;1;0;0;0
